% Model,mush.mph
% Version,COMSOL 5.5.0.292
% Date,"Oct 14 2022, 07:24"
% Dimension,2
% Nodes,5022
% Expressions,1
% Description,Line
% r,z,Color
0,0.41927239145785644,1.4198906283904536E-5
0,0.4200486425733184,1.2976794222053305E-5
0,0.42082489368878045,1.1836518907724859E-5
0,0.4216011448042425,1.0778080340919192E-5
0,0.42237739591970447,9.801478521636309E-6
0,0.42315364703516645,8.906713449876208E-6
0,0.4239298981506284,8.09378512563889E-6
0,0.4247061492660904,7.362693548924353E-6
0,0.42548240038155244,6.713438719732604E-6
0,0.4262586514970144,6.146020638063632E-6
0,0.42695322886865217,5.6667511661931775E-6
0,0.42764780624029,5.2170621060692364E-6
0,0.4283423836119278,4.796953457691811E-6
0,0.42903696098356553,4.406425221060898E-6
0,0.42973153835520334,4.0454773961765E-6
0,0.4304261157268411,3.7141099830386167E-6
0,0.4311206930984789,3.4123229816472477E-6
0,0.43181527047011664,3.1401163920023945E-6
0,0.43250984784175445,2.897490214104054E-6
0,0.43318242278747815,2.6780676778415317E-6
0,0.4338549977332019,2.471895655227122E-6
0,0.4345275726789257,2.278974146260824E-6
0,0.4352001476246494,2.099303150942637E-6
0,0.4358727225703732,1.9328826692725615E-6
0,0.43654529751609694,1.7797127012505978E-6
0,0.4372178724618207,1.6397932468767454E-6
0,0.4378904474075444,1.5131243061510053E-6
0,0.43856302235326816,1.399705879073376E-6
0,0.4392537459961917,1.2912358133161758E-6
0,0.4399444696391154,1.1894180397550366E-6
0,0.440635193282039,1.094252558389958E-6
0,0.4413259169249626,1.00573936922094E-6
0,0.44201664056788614,9.238784722479827E-7
0,0.44270736421080975,8.486698674710861E-7
0,0.44339808785373336,7.801135548902504E-7
0,0.44408881149665697,7.182095345054755E-7
0,0.4447795351395806,6.629578063167611E-7
0,0.4455089686903483,6.090283092200523E-7
0,0.4462384022411161,5.585371457185186E-7
0,0.4469678357918839,5.114843158121596E-7
0,0.4476972693426517,4.6786981950097573E-7
0,0.44842670289341946,4.276936567849666E-7
0,0.4491561364441873,3.909558276641325E-7
0,0.449885569994955,3.576563321384733E-7
0,0.4506150035457228,3.2779517020798916E-7
0,0.4513444370964906,3.013723418726798E-7
0,0.45213772416180303,2.7488297990493325E-7
0,0.4529310112271155,2.501920096495594E-7
0,0.45372429829242805,2.2729943110655834E-7
0,0.45451758535774045,2.0620524427592987E-7
0,0.45531087242305296,1.8690944915767413E-7
0,0.45610415948836547,1.6941204575179112E-7
0,0.4568974465536779,1.5371303405828078E-7
0,0.4576907336189904,1.3981241407714324E-7
0,0.45848402068430283,1.2771018580837831E-7
0,0.45925721933047026,1.1667589667353791E-7
0,0.46003041797663774,1.0639124018099343E-7
